,text,label
10,	Wisconsins new state budget includes a 15 percent increase for road construction and yet weve got local towns tearing up paved roads and replacing them with gravel.,0
11,	Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,1
12,"	The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",1
13,"	Despite opposition from national Club for Growth, Club for Growth Wisconsin has endorsed him for U.S. Senate.",0
14,	Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.,0
15,	Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.,0
16,"	Wisconsin is broke, and state government is $3 billion in debt.",0
18,	The Green Bay Packers are a socialist organization.,0
19,	I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair.,0
20,	The Republican-controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats in 2011.,1
21,	The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,0
22,	Says Democratic U.S. Senate candidate Tammy Baldwin ranks as the most liberal member of the House.,1
23,	Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.,0
24,"	(U.S. Reps.) Paul Ryan, Sean Duffy and Reid Ribble are  shutting down town hall meetings, or making their constituents pay to attend them.",0
25,	A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,0
28,	Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,0
29,	Public-employee unions spent $30 million in Wisconsin unsuccessfully trying to flip the state Senate to Democratic control.,0
31,	The 2009-11 state budget that Democrats approved left Wisconsin taxpayers $3.6 billion in debt.,0
32,"	The Dodd-Frank financial-reform laws hundreds of new rules will force small banks and credit unions to burn up an estimated 2,260,631 labor hours just for compliance.",0
33,"	Outside of recall elections, theres never been a public official removed from office in Wisconsin for anything but malfeasance in office.",1
34,	Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state.,0
35,"	Under Gov. Scott Walker, unemployment is increasing in Wisconsin at twice the rate it is nationally.",0
37,	Says Democratic state Sen. Jim Holperin voted against a property tax freeze in 2009 and then voted for a $1.5 billion property tax hike.,0
38,"	Says he helped bring Uline company to Kenosha area, creating 800 local jobs.",0
39,	Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,1
40,	Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote	,0
41,	Says state Sen. Alberta Darling is allowing mercury to harm our children because she voted against an electronics recycling bill.,0
42,	Says state Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.,0
43,"	When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent.",1
44,"	Says state Rep. Sandy Pasch, her recall opponent, voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra.",0
45,"	Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.",0
46,"	Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.",0
47,	One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,0
49,"	Says U.S. Rep. Ron Kinds stimulus cost taxpayers $278,000 per job.",0
50,	The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,1
52,	Says over 50 percent of U.S. job growth in June came from Wisconsin.,0
53,	Says Democratic recall opponent Shelly Moore opposes any limit on taxes.	,0
54,"						Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes	",0
55,	The 2011-13 state budget cuts overall funding for public schools by $1.6 billion,0
56,	Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,1
57,	Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,0
58,	Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,1
59,	Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.,1
60,"	Under our (2011-13) budget, the average (Wisconsin) property taxpayer will save $700.",0
61,	The $290 million structural surplus in the 2011-13 Wisconsin budget is not real because it is based on the assumption that Congress will reinstate the estate tax.,0
63,	Says state Sen. Sheila Harsdorf wants to eliminate Medicare as we know it.,0
64,	Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.,0
65,	Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,0
68,	Two years ago we had the largest structural deficit ever in Wisconsin.,0
69,	Says the 2011-13 state budget eliminates the structural deficit for the first time in decades.,1
70,	Says Wisconsins 2011-13 state budget contains no fee increases,0
71,	Protesters caused $7.5 million in damage to the Wisconsin State House,0
74,	Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.	,0
75,	State Sen. Alberta Darling voted to add more than $1 billion in additional spending while cutting programs such as education and health care,1
76,	Milwaukees police chief can fire officers for basically no cause.,0
77,	Protesters attacked the groups headquarters with graffiti on the sidewalk and stenciled images  smeared on the building and statue.,0
